timestamp,symbol,open,high,low,close,weighted_price,volume
2017-10-02 22:30:00+00,ETHUSD,296.40,296.47,295.65,296.03,296.01,538.11026800
2017-10-02 22:45:00+00,ETHUSD,296.04,296.50,294.50,295.80,295.53,522.71953640
2017-10-02 23:00:00+00,ETHUSD,295.76,296.67,295.57,296.44,296.28,486.30704440
2017-10-02 23:15:00+00,ETHUSD,296.29,296.68,296.03,296.11,296.31,270.48463072
2017-10-02 23:30:00+00,ETHUSD,296.13,297.37,296.00,296.45,296.57,505.65771909
2017-10-02 23:45:00+00,ETHUSD,296.48,296.98,296.45,296.82,296.72,404.35571008
2017-10-03 00:00:00+00,ETHUSD,296.82,297.18,296.07,297.16,296.71,399.32398934
2017-10-03 00:15:00+00,ETHUSD,297.18,298.67,296.97,298.60,297.75,784.55520410
2017-10-03 00:30:00+00,ETHUSD,298.60,298.61,297.56,297.60,298.22,290.13540037
2017-10-03 00:45:00+00,ETHUSD,297.59,297.90,297.23,297.48,297.58,303.17545484
2017-10-03 01:00:00+00,ETHUSD,297.49,299.23,297.18,298.30,298.14,1414.51938377
2017-10-03 01:15:00+00,ETHUSD,298.31,298.43,297.54,297.71,297.90,246.62146298
2017-10-03 01:30:00+00,ETHUSD,297.75,298.74,297.72,298.18,298.00,767.34016391
2017-10-03 01:45:00+00,ETHUSD,298.54,299.08,297.80,297.97,298.33,1254.32320247
2017-10-03 02:00:00+00,ETHUSD,297.98,299.00,297.77,297.98,298.24,1098.45906995
2017-10-03 02:15:00+00,ETHUSD,297.98,297.98,296.00,297.69,297.03,2583.09224742
2017-10-03 02:30:00+00,ETHUSD,297.97,298.50,297.69,298.40,298.09,754.85323137
2017-10-03 02:45:00+00,ETHUSD,298.06,298.45,297.60,297.75,297.84,517.52046670
2017-10-03 03:00:00+00,ETHUSD,297.75,299.27,297.75,298.91,298.53,458.89385089
2017-10-03 03:15:00+00,ETHUSD,299.03,299.17,298.51,299.10,298.81,412.58431078
2017-10-03 03:30:00+00,ETHUSD,298.91,299.99,298.53,299.83,299.50,1005.17197340
2017-10-03 03:45:00+00,ETHUSD,299.64,300.50,299.55,300.00,300.12,851.94922369
2017-10-03 04:00:00+00,ETHUSD,300.00,300.15,299.22,299.25,299.60,420.70760993
2017-10-03 04:15:00+00,ETHUSD,299.26,299.77,299.25,299.25,299.49,262.26324213
2017-10-03 04:30:00+00,ETHUSD,299.20,299.82,298.76,299.51,299.39,305.00558480
2017-10-03 04:45:00+00,ETHUSD,299.51,299.99,299.13,299.92,299.70,517.81651738
2017-10-03 05:00:00+00,ETHUSD,299.82,299.82,298.99,299.13,299.33,198.70368795
2017-10-03 05:15:00+00,ETHUSD,299.10,299.23,295.70,296.10,297.24,2943.30348961
2017-10-03 05:30:00+00,ETHUSD,296.10,296.35,295.00,295.24,295.57,1132.43549139
2017-10-03 05:45:00+00,ETHUSD,295.01,295.45,294.00,295.22,294.52,3398.14511149
2017-10-03 06:00:00+00,ETHUSD,295.20,295.73,293.36,293.42,294.45,1491.28127556
2017-10-03 06:15:00+00,ETHUSD,293.50,294.74,293.32,294.19,293.88,1401.70404688
2017-10-03 06:30:00+00,ETHUSD,294.06,295.27,294.06,294.21,294.76,1243.69109740
2017-10-03 06:45:00+00,ETHUSD,294.21,294.75,293.65,294.01,294.05,701.03107185
2017-10-03 07:00:00+00,ETHUSD,294.01,294.27,292.10,292.45,292.90,3494.57148819
2017-10-03 07:15:00+00,ETHUSD,292.24,293.36,291.05,293.27,292.04,1697.36505886
2017-10-03 07:30:00+00,ETHUSD,293.20,293.87,292.89,293.54,293.42,767.59052705
2017-10-03 07:45:00+00,ETHUSD,293.52,294.51,290.00,291.63,290.97,9197.83710841
2017-10-03 08:00:00+00,ETHUSD,291.86,291.88,288.10,290.00,289.98,8887.71919374
2017-10-03 08:15:00+00,ETHUSD,290.00,291.48,290.00,290.00,290.33,2733.30644578
2017-10-03 08:30:00+00,ETHUSD,290.00,292.06,289.99,290.87,290.25,5733.36876717
2017-10-03 08:45:00+00,ETHUSD,291.00,291.04,289.96,290.72,290.22,2571.82454244
2017-10-03 09:00:00+00,ETHUSD,290.75,291.01,290.01,290.34,290.53,432.96755513
2017-10-03 09:15:00+00,ETHUSD,290.33,290.51,288.63,288.92,289.45,1117.89260903
2017-10-03 09:30:00+00,ETHUSD,288.93,289.32,288.10,288.21,288.49,817.30706860
2017-10-03 09:45:00+00,ETHUSD,288.21,289.25,288.20,288.29,288.55,501.96822125
2017-10-03 10:00:00+00,ETHUSD,288.28,288.43,285.93,287.92,286.98,3163.94804939
2017-10-03 10:15:00+00,ETHUSD,287.89,288.13,286.40,287.61,287.16,941.51655678
2017-10-03 10:30:00+00,ETHUSD,287.80,290.14,287.61,290.11,289.49,2230.34480847
2017-10-03 10:45:00+00,ETHUSD,289.90,291.23,289.90,291.20,290.46,1144.16324765
2017-10-03 11:00:00+00,ETHUSD,291.20,291.47,290.28,291.01,291.01,1318.03764571
2017-10-03 11:15:00+00,ETHUSD,291.02,291.70,290.60,291.08,291.13,881.36029557
2017-10-03 11:30:00+00,ETHUSD,291.20,292.33,291.19,291.78,291.84,787.42158083
2017-10-03 11:45:00+00,ETHUSD,291.78,292.49,291.64,292.07,292.12,583.11723102
2017-10-03 12:00:00+00,ETHUSD,292.06,293.26,290.00,292.15,292.41,3059.69228924
2017-10-03 12:15:00+00,ETHUSD,292.15,292.38,291.72,291.83,291.96,505.15751056
2017-10-03 12:30:00+00,ETHUSD,291.83,292.04,290.01,290.75,290.81,948.65204501
2017-10-03 12:45:00+00,ETHUSD,290.74,291.21,290.00,290.01,290.48,1559.58230185
2017-10-03 13:00:00+00,ETHUSD,290.16,290.18,287.50,289.05,288.65,5817.35744281
2017-10-03 13:15:00+00,ETHUSD,289.01,289.99,288.65,289.61,289.52,1205.18786558
2017-10-03 13:30:00+00,ETHUSD,289.87,290.95,289.33,289.53,290.36,1024.16764840
2017-10-03 13:45:00+00,ETHUSD,289.50,289.75,288.77,289.08,289.22,845.86349639
2017-10-03 14:00:00+00,ETHUSD,288.92,289.20,286.77,288.66,288.15,1525.00596008
2017-10-03 14:15:00+00,ETHUSD,288.66,289.10,288.64,289.10,289.01,327.34550480
2017-10-03 14:30:00+00,ETHUSD,289.10,291.00,289.10,290.42,290.17,1410.03427796
2017-10-03 14:45:00+00,ETHUSD,290.44,290.92,289.62,290.44,290.35,328.85992310
2017-10-03 15:00:00+00,ETHUSD,290.43,291.83,290.00,291.64,291.01,1067.74459866
2017-10-03 15:15:00+00,ETHUSD,291.63,291.91,291.55,291.58,291.65,224.02249205
2017-10-03 15:30:00+00,ETHUSD,291.57,291.79,291.35,291.35,291.50,348.03628180
2017-10-03 15:45:00+00,ETHUSD,291.30,292.77,291.20,292.66,291.97,980.85466070
2017-10-03 16:00:00+00,ETHUSD,292.79,293.73,292.30,292.77,293.06,1030.91617415
2017-10-03 16:15:00+00,ETHUSD,292.90,293.00,292.00,292.00,292.44,622.54382272
2017-10-03 16:30:00+00,ETHUSD,292.00,292.18,289.79,289.90,290.46,5167.26132789
2017-10-03 16:45:00+00,ETHUSD,289.94,290.21,288.98,289.66,289.30,5385.87977871
2017-10-03 17:00:00+00,ETHUSD,289.84,289.99,289.17,289.62,289.70,229.71932358
2017-10-03 17:15:00+00,ETHUSD,289.65,290.00,289.50,289.88,289.86,324.82172768
2017-10-03 17:30:00+00,ETHUSD,289.89,289.93,289.71,289.91,289.91,645.73703103
2017-10-03 17:45:00+00,ETHUSD,289.90,291.58,289.87,290.92,290.81,1380.92945632
2017-10-03 18:00:00+00,ETHUSD,290.93,291.00,290.35,290.78,290.69,346.67470740
2017-10-03 18:15:00+00,ETHUSD,290.83,291.00,290.65,290.65,290.84,142.67999568
2017-10-03 18:30:00+00,ETHUSD,290.65,291.00,290.65,290.83,290.82,293.38146042
2017-10-03 18:45:00+00,ETHUSD,290.88,291.00,290.68,290.99,290.90,385.11889883
2017-10-03 19:00:00+00,ETHUSD,291.00,291.00,290.81,290.98,290.97,538.46412531
2017-10-03 19:15:00+00,ETHUSD,290.84,290.85,290.45,290.84,290.67,376.58542031
2017-10-03 19:30:00+00,ETHUSD,290.88,291.00,290.26,290.53,290.78,439.53466033
2017-10-03 19:45:00+00,ETHUSD,290.54,290.55,288.93,290.24,289.68,880.74882795
2017-10-03 20:00:00+00,ETHUSD,290.25,290.50,289.67,290.49,290.12,228.07488693
2017-10-03 20:15:00+00,ETHUSD,290.49,290.50,290.21,290.21,290.40,397.78787838
2017-10-03 20:30:00+00,ETHUSD,290.20,291.07,290.15,290.65,290.36,528.91484040
2017-10-03 20:45:00+00,ETHUSD,290.65,290.91,290.20,290.28,290.56,255.48324269
2017-10-03 21:00:00+00,ETHUSD,290.28,293.69,290.28,291.37,292.54,4150.72729921
2017-10-03 21:15:00+00,ETHUSD,291.37,291.37,289.99,290.29,290.60,1078.19913437
2017-10-03 21:30:00+00,ETHUSD,290.29,290.62,290.00,290.48,290.27,692.02901408
2017-10-03 21:45:00+00,ETHUSD,290.40,290.47,288.54,288.80,289.50,934.68003518
2017-10-03 22:00:00+00,ETHUSD,288.76,289.17,288.00,288.53,288.42,1931.99009081
2017-10-03 22:15:00+00,ETHUSD,288.90,289.22,288.00,289.21,288.52,606.07057745
2017-10-03 22:30:00+00,ETHUSD,289.22,289.63,289.10,289.54,289.34,398.63688915
2017-10-03 22:45:00+00,ETHUSD,289.58,291.63,289.15,291.62,290.86,1898.81299510
2017-10-03 23:00:00+00,ETHUSD,291.61,291.61,290.51,291.09,291.06,285.37701644
2017-10-03 23:15:00+00,ETHUSD,291.09,291.62,291.01,291.24,291.14,259.86254167
2017-10-03 23:30:00+00,ETHUSD,291.27,291.50,291.05,291.08,291.17,425.89495975
